"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"MS Mark Solution Sdn Bhd","925419-V","NULL","InfoTech","CS/3/9126","Active","2015"
"MS Post Production Sdn Bhd","657761-K","NULL","Creative Content & Technologies","CS/3/5212","Active","2008"
"MSC Cyberport Sdn Bhd","726902-W","NULL","IHLs & Incubators","MSC-INC/137/29","Active","2007"
"MSC Management Services Sdn Bhd","476853-W","msc-ms.com.my","InfoTech","CS/3/1071","Active","2003"
"MSC Technology Centre Sdn Bhd","443651-A","msctc.com.my","InfoTech","CS/3/1034","Active","2001"
"MSC Trustgate.com Sdn Bhd","478231-X","msctrustgate.com","InfoTech","CS/3/374","Active","2000"
"MSP Hitect (M) Sdn Bhd","478624-V","NULL","InfoTech","CS/3/2671","Active","2004"
"MSP Outsourcing Services Sdn Bhd","1052784-A","NULL","Global Business Services","CS/3/8220","Active","2013"
"Mtech Holdings Sdn Bhd","1147893-D","NULL","Global Business Services","CS/3/9576","Active","2015"
"mTouche Technology Berhad","656395-X","mtouche.com","InfoTech","CS/3/2337","Active","2004"
"MU-Softmedia Sdn Bhd","551741-M","NULL","InfoTech","CS/3/954","Active","2001"
"Mudah.my Sdn Bhd","782603-V","mudah.my","InfoTech","CS/3/4694","Active","2007"
"Multi Global IT Sdn Bhd","1162474-D","NULL","InfoTech","CS/3/9443","Active","2016"
"Multi Venture Journey Sdn Bhd","964495-D","mvj2u.com","Global Business Services","CS/3/10749","Active","2017"
"Multimedia Consulting Sdn Bhd","443715-A","mmcsb.com.my/","InfoTech","CS/3/305","Active","1999"
"Multimedia Glory Sdn Bhd","475498-P","myglorysb.com","InfoTech","CS/3/569","Active","2002"
"Multimedia Glory Security Printing Sdn Bhd","775566-K","NULL","InfoTech","CS/3/6102","Active","2009"
"Multimedia University (Cyberjaya Campus)","436821--T","mmu.edu.my","IHLs & Incubators","KWD-4/2","Active","1998"
"Multimedia University (MMU) Melaka Campus","436821-T","mmu.edu.my","IHLs & Incubators","KWD-4/40","Active","2005"
"Multiple Technology System MSC Sdn Bhd","700853-U","multiple.com.my","InfoTech","CS/3/2807","Active","2005"
"Munchh Technologies Sdn Bhd","1187203-M","munchhnow.com","InfoTech","ST/3/12","Active","2016"
"Murasaki Ts Sdn Bhd","961864-X","NULL","InfoTech","CS/3/7782","Active","2013"
"Muscat IT Solution Sdn Bhd","919929-A","NULL","InfoTech","CS/3/6995","Active","2010"
"Mustang Post Sdn Bhd","814158-D","NULL","Creative Content & Technologies","CS/3/5330","Active","2008"
"Mutant Dreams Sdn Bhd","1164015-D","NULL","Creative Content & Technologies","CS/3/9703","Active","2016"
"Mutiara Teknologi (M) Sdn Bhd","488040-D","mutiara-teknologi.com.my","InfoTech","CS/3/9678","Active","2018"
"Mutiara.Com Sdn Bhd","497446-U","NULL","IHLs & Incubators","MSC-INC/137/34","Active","2010"
"Muv Solutions Sdn Bhd","1158215-D","NULL","InfoTech","CS/3/9677","Active","2016"
"MVD International Sdn Bhd","604050-P","mvd.com.my","InfoTech","CS/3/2531","Active","2004"
"MXM International Sdn Bhd","251435-D","mxm.com.my","InfoTech","MSC/S/00044","Active","2020"
"My 3D Vision Sdn Bhd","1158062-X","NULL","Global Business Services","CS/3/10526","Active","2017"
"My Aone Learning Sdn Bhd","1158128-K","myaonelearning.com","InfoTech","CS/3/9487","Active","2016"
"MY EG Sdn Bhd","472638-X","myspeed.com.my","InfoTech","CS/3/7041","Active","2011"
"My EG Services Sdn Bhd (formely known as My EG dot com Sdn Bhd)","505639-K","myeg.com.my","InfoTech","CS/3/485","Active","2000"
"My Great Portal Sdn Bhd","1015435-X","NULL","InfoTech","CS/3/8069","Active","2013"
"My Mobile Gateway Sdn Bhd","850457-W","NULL","InfoTech","CS/3/5975","Active","2009"
"My One Security Sdn Bhd","784883-U","NULL","InfoTech","CS/3/5999","Active","2009"
"My Si Services Sdn Bhd","989285-P","sisgroup.sg","Global Business Services","CS/3/10093","Active","2017"
"My Social Network Sdn Bhd","954306-V","NULL","InfoTech","CS/3/5566","Active","2011"
"My-Partners Surveillance Solutions Sdn Bhd","785855-U","NULL","InfoTech","CS/3/5235","Active","2008"
"My-Partners Technology Sdn Bhd","701443-P","NULL","InfoTech","CS/3/5236","Active","2008"
"MyAdamas Technologies Sdn Bhd","946875-H","NULL","InfoTech","CS/3/7397","Active","2012"
"MyBazar (M) Sdn Bhd","1152198-U","mybazar.com","InfoTech","CS/3/9898","Active","2016"
"MYBIZ Solutions Sdn Bhd","600683-X","mybiz.net","InfoTech","CS/3/5345","Active","2008"
"Mycimtek Solutions Sdn Bhd","522828-K","cimtek.com.sg","InfoTech","CS/3/1614","Active","2003"
"MyCNX Holdings (M) Sdn Bhd","708745-D","mycnx.com","Creative Content & Technologies","CS/3/3967","Active","2007"
"Mydoc Asia Sdn Bhd","1180687-H","NULL","InfoTech","CS/3/10009","Active","2016"
"MyET Technology Sdn Bhd","120219-W","NULL","InfoTech","CS/3/10365","Active","2017"
"Mygo Solutions Sdn Bhd","544770-D","mygo.com.my","Creative Content & Technologies","CS/3/668","Active","2003"
"MyKRIS Net (MSC) Sdn Bhd","593230-P","mykris.net","InfoTech","CS/3/3372","Active","2006"
"MyORI Services Sdn Bhd","1250112-P","NULL","InfoTech","CS/3/10711","Active","2018"
"Myproperty Data Sdn Bhd","1150443-U","my-property.com.my/","InfoTech","CS/3/10812","Active","2018"
"myQuickHR Sdn Bhd","865450-V","myQuickHR.com","InfoTech","CS/3/5453","Active","2010"
"Myreka Technologies Sdn Bhd","743439-W","myrekatech.com","InfoTech","CS/3/3687","Active","2006"
"Myriadeas Sdn Bhd","865045-D","NULL","InfoTech","CS/3/6865","Active","2011"
"MyRodeo Sdn Bhd","1164857-P","rodeo.my","InfoTech","CS/3/10674","Active","2017"
"MySasas Sdn Bhd","800395-T","mysasas.com","InfoTech","CS/3/5598","Active","2009"
"MySepadu Sdn Bhd","692305-D","sepadu.com.my","InfoTech","CS/3/4131","Active","2007"
"Myspatial Sdn Bhd","872188-A","myspatial.com.my","InfoTech","CS/3/8002","Active","2014"
"Mysysnet Sdn Bhd","543865-M","mysys.com.my","InfoTech","CS/3/9068","Active","2017"
"MYTEKSI Sdn Bhd","953755-D","myteksi.com","InfoTech","CS/3/8065","Active","2013"
"MyWave Sdn Bhd","683463-M","NULL","InfoTech","CS/3/3211","Active","2006"
"N''Osairis Technology Solutions Sdn Bhd","842284-A","NULL","Global Business Services","CS/3/9398","Active","2015"
"N2N Connect Berhad","523137-K","n2nconnect.com","InfoTech","CS/3/2175","Active","2004"
"N2N Global Solutions Sdn Bhd","741093-K","n2nconnect.com","InfoTech","CS/3/7882","Active","2014"
"Naluri Hidup Sdn Bhd","1222842-H","naluri.life","InfoTech","CS/3/10860","Active","2018"
"Navia Network Sdn Bhd","824240-A","excetec.com.my","InfoTech","CS/3/8207","Active","2013"
"Navitas Software Sdn Bhd","606877-D","NULL","InfoTech","CS/3/1857","Active","2004"
"Nazrol Tech Sdn Bhd","1166838-T","nazrol.tech","Global Business Services","CS/3/10046","Active","2017"
"NCB TechVision Sdn Bhd","629882-V","ncbgroup.com","InfoTech","CS/3/3225","Active","2005"
"Ncl Energy Technology Sdn Bhd","1074294-U","ncltec.com","InfoTech","CS/3/9234","Active","2016"
"NCR Payments and Services Malaysia Sdn Bhd","805324-X","ncr.com","Global Business Services","CS/3/4965","Active","2008"
"NCS Global Technology Sdn Bhd","1050291-A","NULL","Global Business Services","CS/3/2322","Active","2014"
"NEC Corporation of Malaysia Sdn Bhd","526077-M","my.nec.com/","Global Business Services","CS/3/1511","Active","2003"
"Neo-Art Academy Sdn Bhd - Point College","483537-M","point.edu.my","IHLs & Incubators","KWD-4/148","Active","2016"
"Neovate Systems Sdn Bhd","1215790-A","sam.helmy@neovateholdings.com","InfoTech","CS/3/10735","Active","2017"
"Net Solutions Sdn Bhd","849867-M","NULL","InfoTech","CS/3/6035","Active","2009"
"Net-linx Asia Pacific Sdn Bhd","491227-V","net-linx.com","InfoTech","CS/3/353","Active","1999"
"NetBuilder Sdn Bhd","490688-U","netbuilder.com.my","InfoTech","CS/3/2717","Active","2006"
"Netcarbon Sdn Bhd","530523-X","netcarboncorp.com","Creative Content & Technologies","CS/3/4722","Active","2007"
"NetInfinium Solutions Sdn Bhd","1015043-M","netinfinium.com","InfoTech","CS/3/8728","Active","2016"
"Netiquette Software (M) Sdn Bhd","1044434-X","mynetiquette.com","Global Business Services","CS/3/7135","Active","2013"
"Netlink Infocomm Sdn Bhd","717006-U","netlinkinfocomm.com","InfoTech","CS/3/9960","Active","2017"
"Netnovation Sdn Bhd","1087609-K","NULL","InfoTech","CS/3/8758","Active","2014"
"Nett Systems (MSC) Sdn Bhd","867644-T","NULL","InfoTech","CS/3/5900","Active","2009"
"Nettium Sdn Bhd","853107-A","nettium.net","InfoTech","CS/3/6980","Active","2011"
"Netvation Sdn Bhd","889193-W","netvation.net","Creative Content & Technologies","CS/3/8137","Active","2013"
"Netx Holdings Berhad","533441-W","NULL","InfoTech","CS/3/584","Active","2001"
"Netxpert Sdn Bhd","472300-H","netxpert.com.my","InfoTech","CS/3/3622","Active","2010"
"Neuralogy Sdn Bhd","739899-M","NULL","InfoTech","CS/3/6206","Active","2009"
"Neuramatix Sdn Bhd","569993-A","neuramatix.com","InfoTech","CS/3/5745","Active","2009"
"Neutec Technology Sdn Bhd","1075383-D","NULL","InfoTech","CS/3/8576","Active","2014"
"Neutrowira Sdn Bhd","581341-H","NULL","InfoTech","CS/3/6007","Active","2009"
"Neuvos Sdn Bhd","874144-W","neuvos.net","Global Business Services","CS/3/6349","Active","2013"
"Newict (M) Sdn Bhd","715301-T","newict.com","InfoTech","CS/3/3014","Active","2006"
"Newpages Network Sdn Bhd","1033406-U","newpages.com.my","InfoTech","CS/3/8174","Active","2016"
"Nex Intelligence Sdn Bhd","971407-X","NULL","InfoTech","CS/3/7676","Active","2012"
"Nexace Live Sdn Bhd","845750-V","NULL","InfoTech","CS/3/7739","Active","2012"
"Nexagate Sdn Bhd","918515-W","NULL","Global Business Services","CS/3/8209","Active","2013"
"Nexgenaps Sdn Bhd","1054231-P","NULL","InfoTech","CS/3/8382","Active","2013"
"Nexmind Al Sdn Bhd","1216409-H","nexmind.ai/","InfoTech","MSC/S/00100","Active","2021"
"Nexoft Sdn Bhd","832760-A","nexoft.asia","InfoTech","CS/3/6223","Active","2011"
"NextCloud Sdn Bhd","1184866-M","nextcloud.com.my","InfoTech","CS/3/10566","Active","2018"
"Nextlabs (Malaysia) Sdn Bhd","1170952-M","nextlabs.com/about/","InfoTech","MSC/S/00094","Active","2021"
"Nextwave Multimedia Sdn Bhd","955505-V","NULL","Global Business Services","CS/3/7465","Active","2012"
"Nextwave Technology Sdn Bhd","958186-X","nextwave.my","InfoTech","CS/3/7423","Active","2012"
"Nexus Laboratories Sdn Bhd","771403-X","hika.com","InfoTech","CS/3/4957","Active","2008"
"Nexus Union Sdn Bhd","1182142-V","NULL","InfoTech","CS/3/10188","Active","2017"
"NFE Technology Sdn Bhd","927591-V","NULL","InfoTech","CS/3/7412","Active","2011"
"NFORT MSC Sdn Bhd","769955-H","nfort.com","InfoTech","CS/3/3685","Active","2007"
"NGN Connection Sdn Bhd","742157-T","n2nconnect.com","Global Business Services","CS/3/8059","Active","2015"
"Nibiru Pictures Sdn Bhd","880621-H","NULL","Creative Content & Technologies","CS/3/6926","Active","2012"
"Nicholas Actuarial Solutions Sdn Bhd","1143648-D","n-actuarial.com","Global Business Services","CS/3/10658","Active","2017"
"Nightmorning Studios Sdn Bhd","1195783-A","nightmorning.com","Creative Content & Technologies","ST/3/26","Active","2017"
"NIIT (M) Sdn Bhd","418148-D","niit.com.my","InfoTech","CS/3/20","Active","1997"
"niix Asia Pacific (M) Sdn Bhd","677820-U","mycloudform.net","InfoTech","CS/3/8850","Active","2015"
"Nikabina IT Sdn Bhd","310704-X","nikabina.com","InfoTech","CS/3/1172","Active","2003"
"Nilai International College","307215-P","nilai.edu.my","IHLs & Incubators","KWD-4/21","Active","1999"
"Nintex Software Malaysia Sdn Bhd","980535-D","nintex.com","InfoTech","CS/3/7519","Active","2012"
"Nitco Solutions Sdn Bhd","1163503-H","nitcoinc.com.my","Global Business Services","CS/3/9693","Active","2016"
"NM SOVY Technology Sdn Bhd","1010796-H","NULL","InfoTech","CS/3/10082","Active","2018"
"Nokia (M) Sdn Bhd","129710-D","nokia.com","Global Business Services","CS/3/128","Active","1998"
"Nollyz Malaysia Sdn Bhd","1178823-A","NULL","InfoTech","CS/3/10071","Active","2016"
"Norski 1 Sdn Bhd","1048992-D","NULL","InfoTech","CS/3/10049","Active","2016"
"Northbridge Research Sdn Bhd","826212-U","NULL","InfoTech","CS/3/5642","Active","2008"
"Northgatearinso Malaysia Sdn Bhd","808948-T","northgatearinso.com","Global Business Services","CS/3/4619","Active","2008"
"Nova Founders Malaysia Sdn Bhd","1067074-A","novafounders.com/","IHLs & Incubators","MSC-INC/137/44","Active","2013"
"Nova Knowledge Sdn Bhd","677665-T","NULL","InfoTech","CS/3/2806","Active","2005"
"Nova MSC Berhad","591898-H","novamsc.com","InfoTech","CS/3/1404","Active","2002"
"Nova Newlook Sdn Bhd","684153-U","NULL","InfoTech","CS/3/3760","Active","2006"
"Nova Pharma Solutions Berhad","34608-K","novapharmasolutions.com/","Global Business Services","CS/3/8381","Active","2014"
"Novartis Corporation (Malaysia) Sdn Bhd","10920-H","novartis.com","Global Business Services","CS/3/10334","Active","2017"
"Novata System Sdn Bhd","1172857-D","novatasystem.com","Creative Content & Technologies","CS/3/10224","Active","2016"
"Novelplus Sdn Bhd","967639-A","novelplus.co","Creative Content & Technologies","CS/3/7553","Active","2014"
"Novosol Sdn Bhd","760046-W","novosol.biz","InfoTech","CS/3/6853","Active","2011"
"Novus Horizon Sdn Bhd","964118-W","NULL","InfoTech","CS/3/7543","Active","2012"
"Nplay Sdn Bhd","752872-U","nplay.com.my","InfoTech","CS/3/6775","Active","2010"
"NSS IT Solution Sdn Bhd","964550-P","nssit.com.my","InfoTech","CS/3/8867","Active","2017"
"Nt8 Integrated Solutions (Malaysia) Sdn Bhd","870057-T","neuralt.com","InfoTech","CS/3/7344","Active","2011"
"Ntt Data Business Solutions Msc Sdn Bhd","851111-K","itelligence.com.my","Global Business Services","CS/3/5672","Active","2009"
"NTT Malaysia Digital Business Solutions Sdn Bhd","557937-V","emeriocorp.com","Global Business Services","CS/3/998","Active","2003"
"NTT MSC Sdn Bhd","437563-H","NULL","Global Business Services","CS/3/3","Active","1997"
"Nubeslab Sdn Bhd","1203296-D","nubeslab.com","Global Business Services","CS/3/10635","Active","2017"
"Nuemera (M) Sdn Bhd","689575-W","nuemera.com","InfoTech","CS/3/8416","Active","2014"
"Numa Solutions Sdn Bhd","635526-M","numasolution.com","InfoTech","CS/3/3084","Active","2005"
"Nuorg Sdn Bhd","637915-K","nuorg.com","Creative Content & Technologies","CS/3/2867","Active","2006"
"Nustax Sdn Bhd","1209963-T","nustax.com.my/","Global Business Services","MSC/S/00023","Active","2020"
"Nvm Creative Outsourcing Sdn Bhd","1250394-P","NULL","Global Business Services","CS/3/10796","Active","2018"
"NXG Global Sdn Bhd","1129502-X","NULL","Global Business Services","CS/3/9400","Active","2015"
"O2O International Sdn Bhd","1203463-P","NULL","InfoTech","CS/3/10362","Active","2017"
"OA Research & Development Sdn Bhd","772236-A","oanetwork.com","InfoTech","CS/3/4677","Active","2007"
"Oakeye Solutions Sdn Bhd","1164767-W","NULL","Global Business Services","CS/3/9811","Active","2016"
"OBM Software Sdn Bhd","388311-V","obmsoftware.com","InfoTech","CS/3/388","Active","1999"
"Octafa Consulting Sdn Bhd","1212767-W","octafaconsulting.com","InfoTech","CS/3/10591","Active","2017"
"Octopus Technology Sdn Bhd","1199125-M","octopustech.com.my","InfoTech","ST/3/36","Active","2017"
"Octopus Ventures Sdn Bhd","681790-D","NULL","InfoTech","CS/3/2998","Active","2006"
"Octraves Technology Sdn Bhd","776162-H","sutra.my","InfoTech","CS/3/4928","Active","2007"
"Oddle Sdn Bhd","1149360-H","oddle.me/","InfoTech","ST/3/14","Active","2016"
"Office 365 Malaysia Sdn Bhd","957019-T","office365.com.my","InfoTech","CS/3/7406","Active","2012"
"Ogik Solutions Sdn Bhd","1148722-D","ogik.asia","Global Business Services","CS/3/10377","Active","2017"
"OIOI Sdn Bhd","889728-K","NULL","InfoTech","CS/3/6674","Active","2010"
"Olive Technologies Sdn Bhd","1147255-X","olivetechnologies.net","Global Business Services","CS/3/10380","Active","2017"
"Olive Technology Sdn Bhd","717219-A","NULL","InfoTech","CS/3/5640","Active","2011"
"Olm Asia Sdn Bhd","1259462-U","olm.asia","Global Business Services","CS/3/10822","Active","2018"
"Om Technologies Sdn Bhd","607904-P","NULL","InfoTech","CS/3/8324","Active","2013"
"Omnilytics Sdn Bhd","1254838-X","omnilytics.co/","InfoTech","ST/3/40","Active","2018"
"Omniphics Sdn Bhd","921706-W","NULL","InfoTech","CS/3/7281","Active","2011"
"On Connection Sdn Bhd","1122539-D","NULL","Creative Content & Technologies","CS/3/9107","Active","2015"
"On Target Training Sdn Bhd","289684-A","NULL","Global Business Services","CS/3/9459","Active","2016"
"One Myemployees (M) Sdn Bhd","1073295-P","myemployees.com.my","InfoTech","CS/3/8581","Active","2015"
"One Seed Sdn Bhd","1103701-V","NULL","Creative Content & Technologies","CS/3/8992","Active","2015"
"One Tranzact Sdn Bhd","910058-K","onetranzact.com","InfoTech","CS/3/7278","Active","2012"
"One Two One Advisor Sdn Bhd","911884-T","121advisor.com","Global Business Services","CS/3/9747","Active","2018"
"One-Up Solutions Sdn Bhd","879276-X","NULL","InfoTech","CS/3/6434","Active","2010"
"ONE1JSG Business Services Sdn Bhd","1295442-K","schindler.com/hk/internet/en/about-us.html","Global Business Services","MSC/S/00004","Active","2020"
"Oneapps Group Sdn Bhd","1184828-V","NULL","InfoTech","CS/3/10358","Active","2016"
"Onesphere Sdn Bhd","1183800-P","NULL","Global Business Services","CS/3/10255","Active","2017"
"OneUni Technology Sdn Bhd","1187993-M","1uni.net","InfoTech","ST/3/31","Active","2017"
"OneWorks Sdn Bhd","223528-T","oneworks.com.my","InfoTech","CS/3/441","Active","2000"
"ONEWORKS TECHNOLOGY SDN BHD","867222-M","netsterconsulting.asia","InfoTech","CS/3/5915","Active","2009"
"Online Diligence Sdn Bhd","1055469-V","od-tech.my/","InfoTech","CS/3/10820","Active","2018"
"Onnet Consulting Sdn Bhd","1125378-M","onnet.my","Global Business Services","CS/3/9851","Active","2016"
"Oohm International Holdings Sdn Bhd","903441-A","NULL","InfoTech","CS/3/7124","Active","2012"
"Open Academic Systems Sdn Bhd","626634-H","NULL","InfoTech","CS/3/1889","Active","2003"
"Open Adventure Sdn Bhd","887896-K","openadventure.com.my","InfoTech","CS/3/7017","Active","2011"
"Open Dynamics Sdn Bhd","880341-A","joget.org","InfoTech","CS/3/8074","Active","2013"
"Open Kod Sdn Bhd","885435-W","openkod.com","InfoTech","CS/3/7898","Active","2014"
"OpenSys (M) Bhd","369818-W","myopensys.com/","InfoTech","CS/3/191","Active","1998"
"OpenSys Technologies Sdn Bhd","743163-T","myopensys.com","InfoTech","MSC/S/00035","Active","2020"
"Openwave Computing (M) Sdn Bhd","897545-P","NULL","Global Business Services","CS/3/10713","Active","2017"
"Optidigit Sdn Bhd","417939-P","optidigit.com","Creative Content & Technologies","CS/3/8","Active","1997"
"Optima Asia Pacific Sdn Bhd","209969-W","optimaasia.com","InfoTech","CS/3/5163","Active","2008"
"Optimal Expert Management Solutions Sdn Bhd","631822-X","oemscorp.com","InfoTech","CS/3/3123","Active","2005"
"Optimized Health Sdn Bhd","1331781-D","become.my/","InfoTech","MSC/S/00002","Active","2020"
"Optimum Infosolutions (M) Sdn Bhd","878355-W","NULL","Global Business Services","CS/3/7443","Active","2011"
"Optimum Unique Cloud Sdn Bhd","1069265-H","NULL","InfoTech","CS/3/8640","Active","2014"
"Opulens SA Sdn Bhd","524108-W","opulens-sa.com","InfoTech","CS/3/5105","Active","2008"
"OPUS IT Services Sdn Bhd","793073-M","opusit.com.my","Global Business Services","CS/3/7656","Active","2012"
